Origem - Cidade,Destino - Cidade,Distance (GCD),Latitude_Origin,Longitude_Origin,Latitude_Destination,Longitude_Destination
Ponta Porã,Petrolina,2184.352286,-22.528692,-55.723426,-9.381733,-40.496888
Santo André,Charleston - Carolina do Sul,7207.260513,-23.653351,-46.527904,32.788436,-79.939931
Charleston - Carolina do Sul,São Paulo,7191.951846,32.788436,-79.939931,-23.550651,-46.633382
Caucaia,Porto Alegre,3199.743612,-3.771737,-38.790569,-30.0325,-51.230377
Porto Alegre,Caucaia,3199.743612,-30.0325,-51.230377,-3.771737,-38.790569
Pelotas,São Luís,3358.788063,-31.769974,-52.341016,-2.529526,-44.296394
São Luís,Pelotas,3358.788063,-2.529526,-44.296394,-31.769974,-52.341016
Aracaju,Rondonópolis,1993.776073,-10.916206,-37.077466,-16.460353,-54.63971
Bethesda - Maryland,Brasília,6016.961658,38.981273,-77.123359,-10.333333,-53.2
Brasília,Bethesda - Maryland,6016.961658,-10.333333,-53.2,38.981273,-77.123359
Roma,Málaga,1560.109205,41.89332,12.482932,36.764791,-4.4422
Palmas,Chapecó,1933.017401,-10.183785,-48.333642,-27.092236,-52.616688
Paris,Kuala Lumpur,10425.752781,48.85889,2.320041,3.151696,101.694237
Salvador,Madre de Deus,6278.565754,13.800038,-88.914068,-12.742474,-38.615291
Bogotá,Quito,731.892097,4.653382,-74.083633,-0.220164,-78.512327
Dallas,Nova Delhi,13159.562108,32.776272,-96.796856,28.613895,77.209006
Amsterdam,Chengdu,7931.159225,52.37308,4.892453,30.659867,104.063315
Vilhena,Cascavel,1529.393336,-12.736854,-60.146556,-24.9555,-53.456054
Cascavel,Vilhena,1529.393336,-24.9555,-53.456054,-12.736854,-60.146556
Sete Lagoas,Brasília,1397.976165,-19.466111,-44.246944,-10.333333,-53.2
Brasília,Sete Lagoas,1397.976165,-10.333333,-53.2,-19.466111,-44.246944
Birmingham,Brasília,8517.170892,52.494899,-1.851844,-10.333333,-53.2
Berlim,Colônia - Renânia do Norte,476.515643,52.517388,13.395131,50.938361,6.959974
Chengdu,Jinan - Shandong,1377.661214,30.659867,104.063315,36.651975,117.113848
Bangalore,Londres,8034.398558,12.976794,77.590082,51.507446,-0.127765
Londres,Bangalore,8034.398558,51.507446,-0.127765,12.976794,77.590082
Ouro Preto do Oeste,São Paulo,2185.364082,-10.717914,-62.256661,-23.550651,-46.633382
São Paulo,Ouro Preto do Oeste,2185.364082,-23.550651,-46.633382,-10.717914,-62.256661
Aroeiras,São Paulo,2127.320083,-7.54629,-35.708,-23.550651,-46.633382
São Paulo,Aroeiras,2127.320083,-23.550651,-46.633382,-7.54629,-35.708
Da Nang,Hanói,605.416222,16.068501,108.224024,21.028333,105.854041
Hanói,Da Nang,605.416222,21.028333,105.854041,16.068501,108.224024
Lille,Brasília,8673.642597,50.636565,3.063528,-10.333333,-53.2
Brasília,Lille,8673.642597,-10.333333,-53.2,50.636565,3.063528
Minneapolis,Manaus,6283.120585,44.9773,-93.265469,-3.131633,-59.982504
Brasília,Minneapolis,7345.377708,-10.333333,-53.2,44.9773,-93.265469
Minneapolis,Belém,6789.43107,44.9773,-93.265469,-1.45056,-48.468245
Minneapolis,São Paulo,8965.255062,44.9773,-93.265469,-23.550651,-46.633382
Cuiabá,Roma,9482.868731,-15.598669,-56.09913,41.89332,12.482932
Roma,Cuiabá,9482.868731,41.89332,12.482932,-15.598669,-56.09913
Foz do Iguaçu,Santa Cruz,7268.401081,-25.530402,-54.583069,28.467178,-16.250784
Santa Cruz,Foz do Iguaçu,7268.401081,28.467178,-16.250784,-25.530402,-54.583069
Bogotá,Caracas,1023.40184,4.653382,-74.083633,10.506093,-66.914601
Qingdao,Yantai,181.870468,36.066325,120.377766,37.461928,121.442526
Brasília,Shijiazhuang,16698.798018,-10.333333,-53.2,38.042974,114.508838
Shijiazhuang,Qingdao,565.14935,38.042974,114.508838,36.066325,120.377766
Yantai,Xangai,692.822067,37.461928,121.442526,31.231271,121.470015
Roma,Confins,8964.776815,41.89332,12.482932,-19.627875,-43.991231
São Luís,Cabo Frio,2260.385499,-2.529526,-44.296394,-22.737831,-42.024087
Ribeirão Preto,Macapá,2385.520562,-21.177632,-47.810098,0.040153,-51.056959
Macapá,Ribeirão Preto,2385.520562,0.040153,-51.056959,-21.177632,-47.810098
Bagdá,Belo Horizonte,11058.710365,33.30617,44.387221,-19.922732,-43.945095
Belo Horizonte,Bagdá,11058.710365,-19.922732,-43.945095,33.30617,44.387221
Budapeste,Munique,561.662342,47.497879,19.040238,48.137108,11.575382
Phnom Penh,Cingapura,16721.609888,11.573039,104.857807,-23.50948,-46.617969
Jacarta,Phnom Penh,1985.524973,-6.175405,106.827168,11.573039,104.857807
Cingapura,Nova York,7681.970475,-23.50948,-46.617969,40.712728,-74.006015
Entebbe,Nairóbi,507.821611,0.061172,32.469856,-1.302398,36.828851
Ghent,Brasília,8737.861782,51.053829,3.725012,-10.333333,-53.2
Brasília,Ghent,8737.861782,-10.333333,-53.2,51.053829,3.725012
Passo Fundo,Campina Grande,2912.417809,-28.25506,-52.396661,-7.224674,-35.877129
Nova Delhi,Xangai,4247.21407,28.613895,77.209006,31.231271,121.470015
Sharm el-Sheikh,Bruxelas,3581.352687,27.864442,34.295447,50.846737,4.352493
Vitória,Mossoró,15363.597889,-36.59861,144.678005,-5.190433,-37.344387
São Paulo,Pato Branco,677.841298,-23.550651,-46.633382,-26.229598,-52.671247
São Bernardo do Campo,Xangai,18568.756477,-23.708034,-46.550675,31.231271,121.470015
Belém,Genebra,7507.70411,-1.45056,-48.468245,46.201756,6.146601
Genebra,Belém,7507.70411,46.201756,6.146601,-1.45056,-48.468245
Cruzeiro do Sul,João Pessoa,3066.551317,-29.513974,-51.991707,-7.121598,-34.882028
João Pessoa,Cruzeiro do Sul,3066.551317,-7.121598,-34.882028,-29.513974,-51.991707
São Paulo,Dublin,9392.875136,-23.550651,-46.633382,53.34938,-6.260559
Brasília,Porto Velho - Abunã,1323.012489,-10.333333,-53.2,-9.62701,-65.260398
Porto Velho - Abunã,Brasília,1323.012489,-9.62701,-65.260398,-10.333333,-53.2
Dacar,Praia,652.090504,14.693425,-17.447938,14.916281,-23.50951
Uberlândia,Joinville,9167.975285,-18.918804,-48.276784,48.443325,5.137754
Joinville,Uberlândia,9167.975285,48.443325,5.137754,-18.918804,-48.276784
Sinop,Ribeirão Preto,10981.871343,41.647638,34.956014,-21.177632,-47.810098
Ribeirão Preto,Sinop,10981.871343,-21.177632,-47.810098,41.647638,34.956014
Guarulhos,Luanda,6542.594685,-23.467594,-46.52777,-8.82727,13.243951
Porto Alegre,Bridgetown,4879.345117,-30.0325,-51.230377,13.097783,-59.618418
Bridgetown,Porto Alegre,4879.345117,13.097783,-59.618418,-30.0325,-51.230377
Boa Vista,Aparecida de Goiânia,2518.928555,2.820848,-60.671958,-16.822677,-49.245255
São Paulo,Lorena,180.397951,-23.550651,-46.633382,-22.736765,-45.107088
Lorena,Resende,74.103286,-22.736765,-45.107088,-22.468363,-44.446349
Juiz de Fora,São Luís,2140.883287,-21.760953,-43.350113,-2.529526,-44.296394
São Luís,Juiz de Fora,2140.883287,-2.529526,-44.296394,-21.760953,-43.350113
Goiânia,Lages,1243.119306,-16.680882,-49.253269,-27.816566,-50.325883
Lages,Goiânia,1243.119306,-27.816566,-50.325883,-16.680882,-49.253269
Varanasi,Rio de Janeiro,14586.977051,25.335649,83.007629,-22.911014,-43.209373
Lisboa,Varanasi,8455.483046,38.707751,-9.136592,25.335649,83.007629
Medellín,São Paulo,4569.983662,6.269732,-75.60256,-23.550651,-46.633382
Buenos Aires,Foz do Iguaçu,1073.66049,-34.609558,-58.38879,-25.530402,-54.583069
Santa Fé,Curitiba,9031.703498,35.68761,-105.938456,-25.429596,-49.271272
Frankfurt,Liubliana,625.02292,50.110644,8.682092,46.050027,14.506929
Gaborone,Frankfurt,8485.935264,-24.658136,25.908847,50.110644,8.682092
Xangai,Nova Delhi,4247.21407,31.231271,121.470015,28.613895,77.209006
Recife,Phoenix,9331.501165,-8.058493,-34.884819,33.448437,-112.074141
Phoenix,Recife,9331.501165,33.448437,-112.074141,-8.058493,-34.884819
Lavras,Brasília,1496.157368,-21.242551,-44.999198,-10.333333,-53.2
Goiânia,Lavras,676.215302,-16.680882,-49.253269,-21.242551,-44.999198
São Paulo,Reykjavik,9984.341396,-23.550651,-46.633382,64.145981,-21.942237
Reykjavik,Xangai,8937.339448,64.145981,-21.942237,31.231271,121.470015
Palmas,Juiz de Fora,1392.768262,-10.183785,-48.333642,-21.760953,-43.350113
Parma,Genebra,350.764292,44.695201,10.097987,46.201756,6.146601
Brasília,Parma,8802.085231,-10.333333,-53.2,44.695201,10.097987
Cingapura,Doha,11866.879719,-23.50948,-46.617969,25.310881,51.508181
Fort Worth - Texas,Rio de Janeiro,8441.340641,32.753177,-97.332746,-22.911014,-43.209373
Rio de Janeiro,Fort Worth - Texas,8441.340641,-22.911014,-43.209373,32.753177,-97.332746
Brasília,Caçapava,1627.330722,-10.333333,-53.2,-23.099204,-45.707645
Fortaleza,Congonhas,1945.376785,-3.793217,-38.528036,-20.501517,-43.856459
Congonhas,Fortaleza,1945.376785,-20.501517,-43.856459,-3.793217,-38.528036
Dourados,Boa Vista,2856.337204,-22.220614,-54.812208,2.820848,-60.671958
Dublin,Genebra,1190.913756,53.34938,-6.260559,46.201756,6.146601
Guarulhos,Passo Fundo,792.359557,-23.467594,-46.52777,-28.25506,-52.396661
Sarajevo,São Paulo,9994.581669,43.857071,18.412615,-23.550651,-46.633382
São Paulo,Sarajevo,9994.581669,-23.550651,-46.633382,43.857071,18.412615
Porto Alegre,Lyon,10143.454991,-30.0325,-51.230377,45.757814,4.832011
San José,Confins,5483.956071,9.932771,-84.079614,-19.627875,-43.991231
San Salvador,San José,696.152345,13.697629,-89.191156,9.932771,-84.079614
PENANG,Munique,9462.351877,5.406501,100.255908,48.137108,11.575382
Brasília,PENANG,17041.867574,-10.333333,-53.2,5.406501,100.255908
Des Moines - Iowa,Brasília,7097.21703,41.586865,-93.624949,-10.333333,-53.2
Brasília,Des Moines - Iowa,7097.21703,-10.333333,-53.2,41.586865,-93.624949
Dubai,Natal,10320.514414,25.074282,55.188539,-5.805398,-35.20809
Natal,Dubai,10320.514414,-5.805398,-35.20809,25.074282,55.188539
Guarulhos,Santa Marta,4893.195271,-23.467594,-46.52777,11.232094,-74.195092
Santa Marta,Guarulhos,4893.195271,11.232094,-74.195092,-23.467594,-46.52777
Cingapura,Dubai,12210.931137,-23.50948,-46.617969,25.074282,55.188539
Dubai,Cingapura,12210.931137,25.074282,55.188539,-23.50948,-46.617969
Rio de Janeiro,Katmandu,14850.170855,-22.911014,-43.209373,27.708317,85.320582
Foz do Iguaçu,Manágua,5416.443072,-25.530402,-54.583069,12.154712,-86.273725
Manágua,Foz do Iguaçu,5416.443072,12.154712,-86.273725,-25.530402,-54.583069
Brasília,Patos de Minas,1167.716942,-10.333333,-53.2,-18.604145,-46.50967
Beirute,Curitiba,11103.285267,33.889226,35.502558,-25.429596,-49.271272
Curitiba,Beirute,11103.285267,-25.429596,-49.271272,33.889226,35.502558
Maringá,Imperatriz,2046.762789,-23.425269,-51.938208,-5.526928,-47.478115
Imperatriz,Maringá,2046.762789,-5.526928,-47.478115,-23.425269,-51.938208
Riga,Porto,2915.937946,56.949398,24.105185,41.15022,-8.61035
Porto,Riga,2915.937946,41.15022,-8.61035,56.949398,24.105185
Miami,Vancouver,4509.057815,25.774157,-80.193597,49.260872,-123.113952
Rio Branco,Tabatinga,2424.393376,-9.976536,-67.822078,-21.737377,-48.688052
Brasília,São Luiz,1471.452406,-10.333333,-53.2,1.017061,-60.037172
Florianópolis,Cacoal,2244.699235,-27.5973,-48.54961,-11.4333,-61.44205
Cacoal,Florianópolis,2244.699235,-11.4333,-61.44205,-27.5973,-48.54961
Campos dos Goytacazes,Natal,1891.588863,-21.7546,-41.3242,-5.805398,-35.20809
Natal,Campos dos Goytacazes,1891.588863,-5.805398,-35.20809,-21.7546,-41.3242
Brasília,Camocim,1594.730678,-10.333333,-53.2,-2.900992,-40.842739
Camocim,Brasília,1594.730678,-2.900992,-40.842739,-10.333333,-53.2
Campinas,Fort Lauderdale,6511.597235,-22.905639,-47.059564,26.122308,-80.143379
Fort Lauderdale,Salt Lake City - Utah,3338.558835,26.122308,-80.143379,40.75962,-111.886797
Reno - Nevada,Fort Lauderdale,3956.346761,39.528526,-119.811433,26.122308,-80.143379
Lyon,São José dos Campos,9215.547531,45.757814,4.832011,-23.186778,-45.885454
Boa Vista,Ribeirão Pires,3329.703179,2.820848,-60.671958,-23.713418,-46.416093
Navegantes,Campos dos Goytacazes,936.093909,-26.889881,-48.649583,-21.7546,-41.3242
Campos dos Goytacazes,Navegantes,936.093909,-21.7546,-41.3242,-26.889881,-48.649583
Verona,Lisboa,1815.32279,45.442498,10.985738,38.707751,-9.136592
São Paulo,Salt Lake City - Utah,9817.673793,-23.550651,-46.633382,40.75962,-111.886797
Reno - Nevada,São Paulo,10324.194795,39.528526,-119.811433,-23.550651,-46.633382
Belo Horizonte,Salt Lake City - Utah,9720.974123,-19.922732,-43.945095,40.75962,-111.886797
East Hartford - Connecticut,Brasília,6124.726513,41.767914,-72.644512,-10.333333,-53.2
Brasília,East Hartford - Connecticut,6124.726513,-10.333333,-53.2,41.767914,-72.644512
Montreal,Newark - New Jersey,532.371072,45.503182,-73.569806,40.735657,-74.172367
San Marino,Brasília,8935.536199,43.945862,12.458306,-10.333333,-53.2
Brasília,San Marino,8935.536199,-10.333333,-53.2,43.945862,12.458306
Brasília,Porto Louis,11713.936701,-10.333333,-53.2,-20.162452,57.502804
Porto Louis,Brasília,11713.936701,-20.162452,57.502804,-10.333333,-53.2
Gramado,Palmas,2150.711044,-29.379286,-50.873702,-10.183785,-48.333642
Palmas,Gramado,2150.711044,-10.183785,-48.333642,-29.379286,-50.873702
Campina Grande,Barreiras,1139.163599,-7.224674,-35.877129,-12.144003,-44.996741
Neuquén,Buenos Aires,1122.450751,-38.850255,-69.832275,-34.609558,-58.38879
Jackson - Mississipi,Washington,1394.50994,32.299869,-90.183041,38.895098,-77.036385
Salto,Rio de Janeiro,418.855765,-23.198998,-47.291368,-22.911014,-43.209373
Rio de Janeiro,Salto,418.855765,-22.911014,-43.209373,-23.198998,-47.291368
Florianópolis,Porto Velho - Vista Alegre do Abunã,2697.258012,-27.5973,-48.54961,-9.619519,-65.835535
Porto Velho - Vista Alegre do Abunã,Florianópolis,2697.258012,-9.619519,-65.835535,-27.5973,-48.54961
Hortolândia,Brasília,1531.42941,-22.862018,-47.216422,-10.333333,-53.2
Brasília,Hortolândia,1531.42941,-10.333333,-53.2,-22.862018,-47.216422
Foz do Iguaçu,Itabuna,1991.560522,-25.530402,-54.583069,-14.793173,-39.275034
Itabuna,Foz do Iguaçu,1991.560522,-14.793173,-39.275034,-25.530402,-54.583069
Petrolina,Tauá,390.130147,-9.381733,-40.496888,-5.877759,-40.316637
Tauá,Petrolina,390.130147,-5.877759,-40.316637,-9.381733,-40.496888
Guarulhos,Santa Fé,9068.780767,-23.467594,-46.52777,35.68761,-105.938456
Campo Grande,Montevidéu,1613.261871,-20.464017,-54.616295,-34.905892,-56.19131
Montevidéu,Campo Grande,1613.261871,-34.905892,-56.19131,-20.464017,-54.616295
Nova York,Madri,12272.853053,40.712728,-74.006015,25.049132,81.377551
Montreal,Buenos Aires,9038.089863,45.503182,-73.569806,-34.609558,-58.38879
Buenos Aires,Montreal,9038.089863,-34.609558,-58.38879,45.503182,-73.569806
Fortaleza,Porto,5846.386041,-3.793217,-38.528036,41.15022,-8.61035
Brasília,São Gabriel,2227.030772,-10.333333,-53.2,-30.334214,-54.322715
São Gabriel,Brasília,2227.030772,-30.334214,-54.322715,-10.333333,-53.2
Vigo,Brasília,7388.66607,42.19864,-8.727956,-10.333333,-53.2
Vigo,Madri,8178.509766,42.19864,-8.727956,25.049132,81.377551
Brasília,Vigo,7388.66607,-10.333333,-53.2,42.19864,-8.727956
Madri,Vigo,8178.509766,25.049132,81.377551,42.19864,-8.727956
La Paz,Florianópolis,2360.751569,-16.495545,-68.133623,-27.5973,-48.54961
Cascavel,Foz do Iguaçu,130.133962,-24.9555,-53.456054,-25.530402,-54.583069
Recife,San José,5802.357681,-8.058493,-34.884819,9.932771,-84.079614
San José,Recife,5802.357681,9.932771,-84.079614,-8.058493,-34.884819
Pato Branco,Recife,2759.169329,-26.229598,-52.671247,-8.058493,-34.884819
Recife,Pato Branco,2759.169329,-8.058493,-34.884819,-26.229598,-52.671247
Genebra,Uppsala,1696.390587,46.201756,6.146601,59.858613,17.638744
Uppsala,Genebra,1696.390587,59.858613,17.638744,46.201756,6.146601
Shenzhen,Xangai,1213.197362,22.544574,114.054543,31.231271,121.470015
Guarulhos,East Hartford - Connecticut,7736.010632,-23.467594,-46.52777,41.767914,-72.644512
East Hartford - Connecticut,Guarulhos,7736.010632,41.767914,-72.644512,-23.467594,-46.52777
Boa Vista,Paragominas,1615.287029,2.820848,-60.671958,-2.99564,-47.354894
Poços de Caldas,Campinas,134.079901,-21.790032,-46.564793,-22.905639,-47.059564
Cabo Frio,Boa Vista,3488.665833,-22.737831,-42.024087,2.820848,-60.671958
Cabo Frio,Manaus,2914.796551,-22.737831,-42.024087,-3.131633,-59.982504
Rio de Janeiro,Araxá,533.801106,-22.911014,-43.209373,-19.600915,-46.940923
Porto Alegre,Oslo,11480.227485,-30.0325,-51.230377,59.91333,10.73897
Oslo,Porto Alegre,11480.227485,59.91333,10.73897,-30.0325,-51.230377
Beijing,Xiamen,1722.542731,39.905714,116.391297,24.480107,118.085348
Hangzhou,Bruxelas,9030.195053,30.248963,120.205234,50.846737,4.352493
Rio de Janeiro,Hangzhou,18177.807807,-22.911014,-43.209373,30.248963,120.205234
São Paulo,Atlanta,7520.144028,-23.550651,-46.633382,33.754466,-84.389815
Curitiba,Pinhais,8.321219,-25.429596,-49.271272,-25.444349,-49.190031
Newcastle,Porto Alegre,10568.373864,54.973847,-1.613157,-30.0325,-51.230377
Goianápolis,Recife,1798.939725,-16.507104,-49.021322,-8.058493,-34.884819
Recife,Goianápolis,1798.939725,-8.058493,-34.884819,-16.507104,-49.021322
São José do Rio Preto,Nairóbi,9562.112564,-20.812585,-49.380421,-1.302398,36.828851
Nairóbi,São José do Rio Preto,9562.112564,-1.302398,36.828851,-20.812585,-49.380421
Barreiras,Campina Grande,1139.163599,-12.144003,-44.996741,-7.224674,-35.877129
Ontário - Califórnia,Salvador,3665.222631,34.065846,-117.64843,13.800038,-88.914068
Salvador,Ontário - Califórnia,3665.222631,13.800038,-88.914068,34.065846,-117.64843
Confins,Bergen,9935.709305,-19.627875,-43.991231,60.394306,5.325919
San Miguel de Tucumán,Puerto Iguazu,1068.423645,-26.83037,-65.203813,-25.610751,-54.57642
Puerto Iguazu,San Miguel de Tucumán,1068.423645,-25.610751,-54.57642,-26.83037,-65.203813
Guarulhos,San Juan - Metro Manila,18379.108286,-23.467594,-46.52777,14.604436,121.029947
San Juan - Metro Manila,Guarulhos,18379.108286,14.604436,121.029947,-23.467594,-46.52777
Jackson - Mississipi,Brasília,6155.834834,32.299869,-90.183041,-10.333333,-53.2
Buenos Aires,Cuiabá,2126.257995,-34.609558,-58.38879,-15.598669,-56.09913
Palmas,Joinville,8356.073716,-10.183785,-48.333642,48.443325,5.137754
Joinville,Palmas,8356.073716,48.443325,5.137754,-10.183785,-48.333642
Rio Verde,São Paulo,780.102378,-17.792126,-50.919122,-23.550651,-46.633382
Sinop,Maringá,11466.766377,41.647638,34.956014,-23.425269,-51.938208
Maringá,Sinop,11466.766377,-23.425269,-51.938208,41.647638,34.956014
Santiago de Compostela,Nova York,5291.855438,42.906458,-8.519298,40.712728,-74.006015
Santa Cruz de la Sierra,Buenos Aires,1930.391813,-17.783422,-63.182085,-34.609558,-58.38879
Buenos Aires,Santa Cruz de la Sierra,1930.391813,-34.609558,-58.38879,-17.783422,-63.182085
Recife,Guayaquil,5023.218855,-8.058493,-34.884819,-2.190057,-79.886867
Cuenca,Guarulhos,8428.875482,40.066103,-2.131353,-23.467594,-46.52777
Guarulhos,Santo Domingo de Guzmán,5308.258961,-23.467594,-46.52777,18.471386,-69.891844
Santo Domingo de Guzmán,Guarulhos,5308.258961,18.471386,-69.891844,-23.467594,-46.52777
Gaúcha do Norte,Sorriso,276.858686,-13.18136,-53.254395,-12.544489,-55.723397
Paris,Zurique,490.254958,48.85889,2.320041,47.374449,8.541042
Zurique,Paris,490.254958,47.374449,8.541042,48.85889,2.320041
Reno - Nevada,Recife,10145.724298,39.528526,-119.811433,-8.058493,-34.884819
Reno - Nevada,Guarulhos,10325.93983,39.528526,-119.811433,-23.467594,-46.52777
Contagem,Belo Horizonte,14.569578,-19.913275,-44.084095,-19.922732,-43.945095
Belo Horizonte,Contagem,14.569578,-19.922732,-43.945095,-19.913275,-44.084095
Uberlândia,Patrocínio,135.087239,-18.918804,-48.276784,-18.940829,-46.992662
Patrocínio,Uberlândia,135.087239,-18.940829,-46.992662,-18.918804,-48.276784
Honolulu,El Paso - Texas,13734.63145,21.304547,-157.855676,25.201864,55.153
Brasília,Honolulu,11929.16568,-10.333333,-53.2,21.304547,-157.855676
Dourados,Rio de Janeiro,1193.559316,-22.220614,-54.812208,-22.911014,-43.209373
Varsóvia,Guarulhos,10646.467672,52.231958,21.006725,-23.467594,-46.52777
Juiz de Fora,Petrolina,1409.866425,-21.760953,-43.350113,-9.381733,-40.496888
Cingapura,Veneza,9700.158934,-23.50948,-46.617969,45.404617,12.310523
Veneza,Cingapura,9700.158934,45.404617,12.310523,-23.50948,-46.617969
São José,Natal,2809.244048,-27.615773,-48.627649,-5.805398,-35.20809
Natal,São José,2809.244048,-5.805398,-35.20809,-27.615773,-48.627649
Santa Maria,Santa Cruz do Sul,133.166219,-29.686051,-53.806921,-29.714209,-52.428581
Brasília,HAIFA,10461.713282,-10.333333,-53.2,32.819122,34.998386
HAIFA,Brasília,10461.713282,32.819122,34.998386,-10.333333,-53.2
HAIFA,São Paulo,10674.138652,32.819122,34.998386,-23.550651,-46.633382
Viena,Nice,863.090346,48.208354,16.372504,43.700936,7.268391
Nice,Viena,863.090346,43.700936,7.268391,48.208354,16.372504
Paris,Lyon,393.357761,48.85889,2.320041,45.757814,4.832011
Marabá,Mossoró,1301.820016,-5.346282,-49.10074,-5.190433,-37.344387
Cingapura,Pequim,17593.500956,-23.50948,-46.617969,39.905714,116.391297
Nova Delhi,Jaipur,233.174011,28.613895,77.209006,26.915458,75.818982
Lima,Caracas,2745.377764,-12.045981,-77.030591,10.506093,-66.914601
Caracas,Santiago,1848.891283,10.506093,-66.914601,9.869479,-83.798075
Santiago,Caracas,1848.891283,9.869479,-83.798075,10.506093,-66.914601
Cidade do Panamá,Georgetown,4645.757368,19.462325,-99.177242,6.803256,-58.14554
Salvador,Amsterdam,9051.11494,13.800038,-88.914068,52.37308,4.892453
Amsterdam,Salvador,9051.11494,52.37308,4.892453,13.800038,-88.914068
Aberdeen,Amsterdam,694.121401,57.148243,-2.09281,52.37308,4.892453
Amsterdam,Aberdeen,694.121401,52.37308,4.892453,57.148243,-2.09281
Catanduvas,Foz do Iguaçu,148.008568,-25.204353,-53.154826,-25.530402,-54.583069
Foz do Iguaçu,Catanduvas,148.008568,-25.530402,-54.583069,-25.204353,-53.154826
São José do Rio Preto,Moscou,11719.710371,-20.812585,-49.380421,55.625578,37.606392
Moscou,Astana,2277.355355,55.625578,37.606392,51.115993,71.467706
Astana,São José do Rio Preto,13929.647432,51.115993,71.467706,-20.812585,-49.380421
Ponta Porã,Goianá,1295.007731,-22.528692,-55.723426,-21.5375,-43.2014
Reno - Nevada,Goiânia,9604.402402,39.528526,-119.811433,-16.680882,-49.253269
Goiânia,Reno - Nevada,9604.402402,-16.680882,-49.253269,39.528526,-119.811433
El Paso - Texas,São Paulo,12214.783891,25.201864,55.153,-23.550651,-46.633382
Manaus,Honolulu,10949.275338,-3.131633,-59.982504,21.304547,-157.855676
Confins,Caldas Novas,531.059852,-19.627875,-43.991231,-17.745,-48.625
Cedar Rapids - Iowa,Salvador,3144.26291,41.975887,-91.670405,13.800038,-88.914068
Salvador,Cedar Rapids - Iowa,3144.26291,13.800038,-88.914068,41.975887,-91.670405
Lima,Montreal,6408.607903,-12.045981,-77.030591,45.503182,-73.569806
Campinas,Genebra,9363.4737,-22.905639,-47.059564,46.201756,6.146601
Varsóvia,Las Vegas,9305.895765,52.231958,21.006725,36.167426,-115.148413
Honolulu,Brasília,11929.16568,21.304547,-157.855676,-10.333333,-53.2
Goiânia,Atlanta,6731.683121,-16.680882,-49.253269,33.754466,-84.389815
Atlanta,Goiânia,6731.683121,33.754466,-84.389815,-16.680882,-49.253269
Rio de Janeiro,Almeirim - Monte Dourado,2864.633979,-22.911014,-43.209373,0.774978,-53.617834
Parauapebas,Recife,1670.415212,-6.069685,-49.890328,-8.058493,-34.884819
João Pessoa,Parauapebas,1661.835852,-7.121598,-34.882028,-6.069685,-49.890328
Praia,Guarulhos,4947.766996,14.916281,-23.50951,-23.467594,-46.52777
Parauapebas,Manaus,1165.185764,-6.069685,-49.890328,-3.131633,-59.982504
Manaus,Parauapebas,1165.185764,-3.131633,-59.982504,-6.069685,-49.890328
Alegre,Vitória,13603.543301,-20.762579,-41.531889,-36.59861,144.678005
Santiago,Valdivia,5630.750997,9.869479,-83.798075,-39.814126,-73.245986
Valdivia,Santiago,5630.750997,-39.814126,-73.245986,9.869479,-83.798075
Cingapura,Navegantes,427.842347,-23.50948,-46.617969,-26.889881,-48.649583
Navegantes,Cingapura,427.842347,-26.889881,-48.649583,-23.50948,-46.617969
Ribeirão Preto,Rio Branco,2474.742122,-21.177632,-47.810098,-9.976536,-67.822078
Rio Branco,Ribeirão Preto,2474.742122,-9.976536,-67.822078,-21.177632,-47.810098
Roma,Bridgetown,7564.426972,41.89332,12.482932,13.097783,-59.618418
Bridgetown,Roma,7564.426972,13.097783,-59.618418,41.89332,12.482932
Carauari,Eirunepé,383.582901,-4.876643,-66.896143,-6.656765,-69.866161
Guanambi,Governador Valadares,522.959413,-14.223066,-42.779943,-18.857416,-41.943928
Duque de Caxias,Brasília,1726.731213,-22.642916,-43.302127,-10.333333,-53.2
Brasília,Duque de Caxias,1726.731213,-10.333333,-53.2,-22.642916,-43.302127
Qingdao,Belo Horizonte,17657.284198,36.066325,120.377766,-19.922732,-43.945095
Belo Horizonte,Qingdao,17657.284198,-19.922732,-43.945095,36.066325,120.377766
Mobile - Alabama,Rio de Janeiro,7640.777752,30.691346,-88.043751,-22.911014,-43.209373
Rio de Janeiro,Mobile - Alabama,7640.777752,-22.911014,-43.209373,30.691346,-88.043751
Surat,Nova Delhi,933.963444,21.209489,72.831706,28.613895,77.209006
Nova Delhi,Surat,933.963444,28.613895,77.209006,21.209489,72.831706
Buenos Aires,Mendoza,946.108454,-34.609558,-58.38879,-34.597032,-68.73048
Paracambi,Brasília,1697.472028,-22.619896,-43.728204,-10.333333,-53.2
Brasília,Paracambi,1697.472028,-10.333333,-53.2,-22.619896,-43.728204
Rio de Janeiro,Maryville-Tennessee,7806.194206,-22.911014,-43.209373,35.756472,-83.970459
Maryville-Tennessee,Rio de Janeiro,7806.194206,35.756472,-83.970459,-22.911014,-43.209373
Iquitos,Porto Velho,1175.27379,-3.749365,-73.244414,-8.749452,-63.873544
Porto Velho,Iquitos,1175.27379,-8.749452,-63.873544,-3.749365,-73.244414
São Carlos,Belo Horizonte,471.293591,-22.01804,-47.891154,-19.922732,-43.945095
Belo Horizonte,São Carlos,471.293591,-19.922732,-43.945095,-22.01804,-47.891154
